sequence_index,intent_index,pos,deployment_time,prediction_target_pos,prediction_target_time,window_start_pos,window_start_time,num_nodes,num_edges,cost,budget,budget_ratio,u_track,u_elastic,total_utility,jaccard_intent,jaccard_persist,consensus_hits,deployed_score
101,102,5020,2025-07-29 04:00:00,5021,2025-07-29 05:00:00,5009,2025-07-28 17:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9062246277170741,-0.5468876861414627,0.0,0.0,0,6.210823103785515
102,103,5021,2025-07-29 05:00:00,5022,2025-07-29 06:00:00,5010,2025-07-28 18:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.899630278613734,-0.5501848606931327,0.0,0.0,0,6.478264600038528
103,104,5022,2025-07-29 06:00:00,5023,2025-07-29 07:00:00,5011,2025-07-28 19:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.01492537313410559,0.8961327817271156,-0.5444709225693891,0.02985074626821118,0.0,2,4.275752514600754
104,105,5023,2025-07-29 07:00:00,5024,2025-07-29 08:00:00,5012,2025-07-28 20:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.034533216270976025,0.8931580920227962,-0.5361543458531135,0.02985074626821118,0.03921568627374087,2,2.143960975110531
105,106,5024,2025-07-29 08:00:00,5025,2025-07-29 09:00:00,5013,2025-07-28 21:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.029631255486614244,0.8952164549531121,-0.5375761447801365,0.02985074626821118,0.029411764705017305,2,2.0526108071208
106,107,5025,2025-07-29 09:00:00,5026,2025-07-29 10:00:00,5014,2025-07-28 22:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.022727272726928375,0.8992400002334122,-0.5390163635198293,0.04545454545385675,0.0,3,2.267616182565689
107,108,5026,2025-07-29 10:00:00,5027,2025-07-29 11:00:00,5015,2025-07-28 23:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.02742537313379309,0.8948092983632892,-0.5388826642514586,0.02985074626821118,0.024999999999375,2,2.4007182493805885
108,109,5027,2025-07-29 11:00:00,5028,2025-07-29 12:00:00,5016,2025-07-29 00:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.007352941176362457,0.8976151181534673,-0.5475159703350848,0.014705882352724913,0.0,1,2.586397372186184
109,110,5028,2025-07-29 12:00:00,5029,2025-07-29 13:00:00,5017,2025-07-29 01:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9030590212450766,-0.5484704893774613,0.0,0.0,0,2.603393644094467
110,111,5029,2025-07-29 13:00:00,5030,2025-07-29 14:00:00,5018,2025-07-29 02:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.90378483335057,-0.5481075833247147,0.0,0.0,0,2.5865893214941025
111,112,5030,2025-07-29 14:00:00,5031,2025-07-29 15:00:00,5019,2025-07-29 03:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9037092381654439,-0.5481453809172777,0.0,0.0,0,2.541176974773407
112,113,5031,2025-07-29 15:00:00,5032,2025-07-29 16:00:00,5020,2025-07-29 04:00:00,5,5,6.000000000000001,30.0,0.20000000000000004,0.09789540816075924,0.0,-0.1510522959196204,0.10204081632444816,0.09374999999707033,5,1.0707959613401081e-15
113,114,5032,2025-07-29 16:00:00,5033,2025-07-29 17:00:00,5021,2025-07-29 05:00:00,6,4,6.800000000000001,30.0,0.22666666666666668,0.0908163265281126,0.7977218015301586,0.2176023973624689,0.08163265305955852,0.09999999999666667,4,0.0020177629703539424
114,115,5033,2025-07-29 17:00:00,5034,2025-07-29 18:00:00,5022,2025-07-29 06:00:00,26,20,29.999999999999993,30.0,0.9999999999999998,0.09225398935996004,0.9036326191241381,-0.5020566957579508,0.0781249999987793,0.10638297872114079,0,3.072784885764122
115,116,5034,2025-07-29 18:00:00,5035,2025-07-29 19:00:00,5023,2025-07-29 07:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.1224893487501259,0.8989898049866147,-0.4892604231316293,0.1129032258046306,0.13207547169562123,0,3.1021385714411736
116,117,5035,2025-07-29 19:00:00,5036,2025-07-29 20:00:00,5024,2025-07-29 08:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8899602801814688,-0.5550198599092653,0.0,0.0,0,2.5830899700522423
117,118,5036,2025-07-29 20:00:00,5037,2025-07-29 21:00:00,5025,2025-07-29 09:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8981913094904126,-0.5509043452547934,0.0,0.0,0,2.735738031566143
118,119,5037,2025-07-29 21:00:00,5038,2025-07-29 22:00:00,5026,2025-07-29 10:00:00,8,4,8.8,30.0,0.29333333333333333,0.08367346938569764,0.0,-0.2514965986404845,0.08163265305955852,0.08571428571183674,4,5.3498142873163734e-12
119,120,5038,2025-07-29 22:00:00,5039,2025-07-29 23:00:00,5027,2025-07-29 11:00:00,8,5,9.0,30.0,0.3,0.11553653719240098,0.7459536951766823,0.13074511618454165,0.10204081632444816,0.1290322580603538,5,0.1860140562057495
120,121,5039,2025-07-29 23:00:00,5040,2025-07-30 00:00:00,5028,2025-07-29 12:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.17023809523457767,0.904864248157398,-0.4624488283040119,0.14999999999750002,0.19047619047165534,1,4.079352229833603
121,122,5040,2025-07-30 00:00:00,5041,2025-07-30 01:00:00,5029,2025-07-29 13:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.21603970741370973,0.9050916424757336,-0.439434325055278,0.1896551724105232,0.24242424241689625,3,4.111633777618408
122,123,5041,2025-07-30 01:00:00,5042,2025-07-30 02:00:00,5030,2025-07-29 14:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.14078947368122924,0.9160175218921764,-0.47159650221329685,0.14999999999750002,0.13157894736495845,2,3.685536742210388
123,124,5042,2025-07-30 02:00:00,5043,2025-07-30 03:00:00,5031,2025-07-29 15:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.038181187087053134,0.9175373887374564,-0.5221407120877449,0.02985074626821118,0.04651162790589508,1,3.3473946526646614
124,125,5043,2025-07-30 03:00:00,5044,2025-07-30 04:00:00,5032,2025-07-29 16:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.035758706467004894,0.9086734731959517,-0.5277839101685213,0.02985074626821118,0.041666666665798616,1,4.4399639666080475
125,126,5044,2025-07-30 04:00:00,5045,2025-07-30 05:00:00,5033,2025-07-29 17:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8996053420994932,-0.5501973289502531,0.0,0.0,0,5.937056735157967
126,127,5045,2025-07-30 05:00:00,5046,2025-07-30 06:00:00,5034,2025-07-29 18:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.007352941176362457,0.8969608837622397,-0.5478430875306985,0.014705882352724913,0.0,1,6.29013854265213
127,128,5046,2025-07-30 06:00:00,5047,2025-07-30 07:00:00,5035,2025-07-29 19:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.01492537313410559,0.9051962173522344,-0.5399392047568297,0.02985074626821118,0.0,2,4.072654187679291
128,129,5047,2025-07-30 07:00:00,5048,2025-07-30 08:00:00,5036,2025-07-29 20:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.035758706467004894,0.9011264341495275,-0.5315574296917335,0.02985074626821118,0.041666666665798616,2,2.168235771358013
129,130,5048,2025-07-30 08:00:00,5049,2025-07-30 09:00:00,5037,2025-07-29 21:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8944474814120882,-0.5527762592939556,0.0,0.0,0,2.0703638195991516
130,131,5049,2025-07-30 09:00:00,5050,2025-07-30 10:00:00,5038,2025-07-29 22:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.01492537313410559,0.9026769133250401,-0.5411988567704269,0.02985074626821118,0.0,2,2.2695698738098145
131,132,5050,2025-07-30 10:00:00,5051,2025-07-30 11:00:00,5039,2025-07-29 23:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.019257703080840915,0.9095006063451585,-0.5356208452869999,0.014705882352724913,0.023809523808956918,1,2.407993622124195
132,133,5051,2025-07-30 11:00:00,5052,2025-07-30 12:00:00,5040,2025-07-30 00:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.898110463971849,-0.5509447680140751,0.0,0.0,0,2.573838450014591
133,134,5052,2025-07-30 12:00:00,5053,2025-07-30 13:00:00,5041,2025-07-30 01:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9033481408689262,-0.5483259295655365,0.0,0.0,0,2.6052220910787582
134,135,5053,2025-07-30 13:00:00,5054,2025-07-30 14:00:00,5042,2025-07-30 02:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9107134636978538,-0.5446432681510728,0.0,0.0,0,2.5984576120972633
135,136,5054,2025-07-30 14:00:00,5055,2025-07-30 15:00:00,5043,2025-07-30 03:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9098593000273851,-0.5450703499863071,0.0,0.0,0,2.56483044475317
136,137,5055,2025-07-30 15:00:00,5056,2025-07-30 16:00:00,5044,2025-07-30 04:00:00,4,2,4.4,30.0,0.14666666666666667,0.0474351902911862,0.0,-0.12294907152107357,0.04081632652977926,0.054054054052593135,2,7.703770985277499e-15
137,138,5056,2025-07-30 16:00:00,5057,2025-07-30 17:00:00,5045,2025-07-30 05:00:00,4,2,4.4,30.0,0.14666666666666667,0.05744520030055492,0.483356298205472,0.12373408258634677,0.04081632652977926,0.07407407407133058,2,0.006953697418794036
138,139,5057,2025-07-30 17:00:00,5058,2025-07-30 18:00:00,5046,2025-07-30 06:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.016124871000769966,0.880898602383027,-0.5514882633081012,0.014705882352724913,0.01754385964881502,0,2.843622148036957
139,140,5058,2025-07-30 18:00:00,5059,2025-07-30 19:00:00,5047,2025-07-30 07:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.06713286713173261,0.8933800602474348,-0.5197435363104159,0.06153846153751479,0.07272727272595042,1,3.0408072471618652
140,141,5059,2025-07-30 19:00:00,5060,2025-07-30 20:00:00,5048,2025-07-30 08:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.10196687370406682,0.9095806522597296,-0.4942262370181014,0.09523809523658353,0.1086956521715501,2,3.1756403669714928
141,142,5060,2025-07-30 20:00:00,5061,2025-07-30 21:00:00,5049,2025-07-30 09:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.016786903440335402,0.8980442775498432,-0.5425844095049104,0.014705882352724913,0.01886792452794589,1,2.7445767670869827
142,143,5061,2025-07-30 21:00:00,5062,2025-07-30 22:00:00,5050,2025-07-30 10:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.016968325791562162,0.9063111283389528,-0.5383602729347422,0.014705882352724913,0.01923076923039941,1,2.8750054836273193
143,144,5062,2025-07-30 22:00:00,5063,2025-07-30 23:00:00,5051,2025-07-30 11:00:00,13,7,14.399999999999999,30.0,0.4799999999999999,0.1231527093563646,0.0,-0.41842364532181764,0.1428571428542274,0.10344827585850179,7,4.077964626137548e-11
144,145,5063,2025-07-30 23:00:00,5064,2025-07-31 00:00:00,5052,2025-07-30 12:00:00,10,5,11.0,30.0,0.36666666666666664,0.1224489795882445,0.777771400846564,0.08344352355073764,0.10204081632444816,0.14285714285204082,5,0.030908112414181232
145,146,5064,2025-07-31 00:00:00,5065,2025-07-31 01:00:00,5053,2025-07-30 13:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0910973084869118,0.907735711238273,-0.5005834901374073,0.09523809523658353,0.08695652173724008,3,3.284779980778694
146,147,5065,2025-07-31 01:00:00,5066,2025-07-31 02:00:00,5054,2025-07-30 14:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0934103260851647,0.9152808080991252,-0.4956544329078547,0.0781249999987793,0.1086956521715501,2,3.470995672047138
147,148,5066,2025-07-31 02:00:00,5067,2025-07-31 03:00:00,5055,2025-07-30 15:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.053339517624262825,0.8894537242028331,-0.5286033790864517,0.04545454545385675,0.06122448979466889,0,3.565338432788849
148,149,5067,2025-07-31 03:00:00,5068,2025-07-31 04:00:00,5056,2025-07-30 16:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.03344389165228118,0.8835283289902476,-0.5415138896787353,0.02985074626821118,0.03703703703635117,0,4.586022764444351
149,150,5068,2025-07-31 04:00:00,5069,2025-07-31 05:00:00,5057,2025-07-30 17:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.017352941176162456,0.8925049158777503,-0.5450710714730433,0.014705882352724913,0.0199999999996,0,6.017357736825943
150,151,5069,2025-07-31 05:00:00,5070,2025-07-31 06:00:00,5058,2025-07-30 18:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.007352941176362457,0.8909337911761745,-0.5508566338237312,0.014705882352724913,0.0,1,6.329738765954971
151,152,5070,2025-07-31 06:00:00,5071,2025-07-31 07:00:00,5059,2025-07-30 19:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.01492537313410559,0.8995082761831588,-0.5427831753413674,0.02985074626821118,0.0,2,4.017851784825325
152,153,5071,2025-07-31 07:00:00,5072,2025-07-31 08:00:00,5060,2025-07-30 20:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.03278251599092957,0.9040676757241546,-0.5315749041424576,0.02985074626821118,0.03571428571364796,2,2.10012199729681
153,154,5072,2025-07-31 08:00:00,5073,2025-07-31 09:00:00,5061,2025-07-30 21:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8995263436688848,-0.5502368281655572,0.0,0.0,0,1.970960147678852
154,155,5073,2025-07-31 09:00:00,5074,2025-07-31 10:00:00,5062,2025-07-30 22:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.01492537313410559,0.9065262781267824,-0.5392741743695557,0.02985074626821118,0.0,2,2.192305378615856
155,156,5074,2025-07-31 10:00:00,5075,2025-07-31 11:00:00,5063,2025-07-30 23:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.02742537313379309,0.8968309238604893,-0.5378718515028584,0.02985074626821118,0.024999999999375,2,2.354609936475754
156,157,5075,2025-07-31 11:00:00,5076,2025-07-31 12:00:00,5064,2025-07-31 00:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.007352941176362457,0.8951743189404793,-0.5487363699415788,0.014705882352724913,0.0,1,2.478172652423382
157,158,5076,2025-07-31 12:00:00,5077,2025-07-31 13:00:00,5065,2025-07-31 01:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8990736973170517,-0.5504631513414738,0.0,0.0,0,2.508419819176197
158,159,5077,2025-07-31 13:00:00,5078,2025-07-31 14:00:00,5066,2025-07-31 02:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8989737664682451,-0.5505131167658771,0.0,0.0,0,2.496314361691475
159,160,5078,2025-07-31 14:00:00,5079,2025-07-31 15:00:00,5067,2025-07-31 03:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.9101750375062799,-0.5449124812468598,0.0,0.0,0,2.471509985625744
160,161,5079,2025-07-31 15:00:00,5080,2025-07-31 16:00:00,5068,2025-07-31 04:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.0,0.8973534187774351,-0.5513232906112822,0.0,0.0,0,2.4782363325357437
161,162,5080,2025-07-31 16:00:00,5081,2025-07-31 17:00:00,5069,2025-07-31 05:00:00,4,2,4.4,30.0,0.14666666666666667,0.05266622777997808,0.0,-0.12033355277667762,0.04081632652977926,0.0645161290301769,2,3.0852473370822408e-12
162,163,5081,2025-07-31 17:00:00,5082,2025-07-31 18:00:00,5070,2025-07-31 06:00:00,4,2,4.4,30.0,0.14666666666666667,0.03429705215339272,0.2044092576161268,-0.027313511781906913,0.04081632652977926,0.027777777777006175,2,0.0023354136283160187
163,164,5082,2025-07-31 18:00:00,5083,2025-07-31 19:00:00,5071,2025-07-31 07:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.031054405391909963,0.9004478881784304,-0.5342488532148295,0.02985074626821118,0.032258064515608746,0,2.8397124484181404
164,165,5083,2025-07-31 19:00:00,5084,2025-07-31 20:00:00,5072,2025-07-31 08:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.10884353741296066,0.9157444945871246,-0.487705983999957,0.09523809523658353,0.12244897958933779,1,3.1142903715372086
165,166,5084,2025-07-31 20:00:00,5085,2025-07-31 21:00:00,5073,2025-07-31 09:00:00,26,20,29.99999999999999,30.0,0.9999999999999997,0.07622377622226979,0.8941528000440219,-0.5148117118668538,0.06153846153751479,0.0909090909070248,1,2.9072687923908234
166,167,5085,2025-07-31 21:00:00,5086,2025-07-31 22:00:00,5074,2025-07-31 10:00:00,6,4,6.800000000000001,30.0,0.22666666666666668,0.06938775510039151,0.0,-0.19197278911647092,0.08163265305955852,0.057142857141224496,4,2.6384738117208803e-11
167,168,5086,2025-07-31 22:00:00,5087,2025-07-31 23:00:00,5075,2025-07-31 11:00:00,4,2,4.4,30.0,0.14666666666666667,0.058869701724948806,0.4086161226055222,0.08707624549856885,0.04081632652977926,0.07692307692011835,2,0.03967832843773067
